254	131	69
323	320	22
10	129	20
97	23	29
183	257	65
87	89	27
64	125	49
58	150	-2
155	56	1
353	24	-6
99	158	40
259	172	61
200	338	-15
249	314	69
169	208	68
231	144	-15
51	147	44
80	399	27
367	115	-5
131	160	-2
69	372	44
269	115	-12
81	158	48
1	360	53
344	134	70
266	158	26
339	95	-18
295	185	44
185	311	25
212	311	-16
376	328	52
203	97	36
344	70	-15
68	131	-7
39	132	22
33	383	57
394	148	-7
218	268	-2
39	192	53
166	257	-4
356	388	19
89	338	29
123	318	-14
125	244	-12
218	187	67
134	151	31
235	149	2
315	119	11
176	368	64
348	71	65
311	166	71
84	153	7
192	158	9
316	215	66
5	299	26
132	271	55
17	226	-12
284	171	47
121	22	37
229	251	17
72	130	7
217	354	49
184	161	70
240	95	17
162	335	-12
246	269	39
34	87	75
376	51	-9
24	142	20
99	173	-5
233	237	-20
27	101	-20
13	42	1
369	121	56
56	119	51
82	67	61
5	171	9
179	149	-19
191	25	25
147	388	8
179	48	24
296	46	27
290	144	-10
379	87	12
389	11	75
25	132	34
232	5	20
138	27	36
318	99	30
360	17	37
141	215	71
4	105	43
84	143	4
98	181	73
307	142	65
370	386	57
48	36	39
18	272	4
176	213	6
5	183	75
361	369	48
88	197	65
8	74	17
64	198	28
72	206	73
142	165	1
131	361	74
277	101	36
311	359	-18
2	36	64
94	100	-1
303	388	66
384	140	10
209	250	63
157	43	-10
352	6	71
209	8	43
197	263	14
124	77	11
235	271	2
51	173	45
180	96	-3
125	391	0
204	130	18
227	28	20
101	57	74
106	140	71
7	339	37
185	364	56
170	112	25
331	194	37
261	266	8
108	15	8
236	129	28
72	131	23
108	381	73
40	54	50
304	362	25
67	270	3
312	188	54
197	339	-2
247	270	50
337	152	5
200	281	48
334	132	22
381	158	56
142	188	15
335	181	73
150	57	54
38	25	34
51	150	44
25	314	51
70	154	-2
2	64	73
138	121	50
348	36	14
26	76	36
159	316	74
165	42	3
245	296	66
277	24	50
219	386	36
388	161	-15
42	193	48
176	136	48
210	362	-14
124	139	1
369	231	-7
243	100	70
75	20	6
125	397	42
241	352	-10
67	104	-18
373	145	71
336	358	28
22	120	73
110	142	65
210	370	-14
139	269	34
81	162	30
142	369	3
149	151	-12
32	142	13
279	141	26
275	47	40
114	61	16
225	294	66
136	354	7
191	254	-5
271	33	0
43	46	-13
92	120	75
314	344	29
257	63	28
29	158	-17
52	162	9
105	8	12
15	146	2
240	165	27
295	110	67
252	381	-12
184	140	9
136	86	-18
140	26	61
343	95	52
8	189	48
304	103	40
212	254	31
30	259	47
233	135	12
359	312	62
211	365	33
217	366	65
201	361	46
298	299	28
40	362	22
33	84	56
172	94	36
217	30	0
304	74	36
119	374	47
313	149	-9
82	186	65
311	117	48
326	44	-8
369	153	63
155	67	10
26	208	59
233	25	29
191	18	72
36	103	-16
31	160	24
30	282	68
22	207	69
388	302	17
314	194	32
279	312	63
197	175	14
280	374	-10
19	236	17
333	46	-6
183	296	58
346	157	68
198	332	22
59	231	18
154	182	36
84	250	-4
273	101	-15
102	275	-3
171	112	-6
303	321	49
218	71	34
266	320	-9
22	247	61
228	80	-2
14	118	50
80	227	47
81	31	56
63	147	33
7	162	14
179	210	-11
18	258	-20
88	278	37
98	166	34
269	58	61
156	3	-15
144	183	-18
95	182	1
249	192	36
10	274	-18
157	263	9
63	270	15
17	394	-8
108	124	-18
295	96	39
385	187	45
9	338	17
266	307	71
319	118	32
176	296	-2
58	277	72
218	9	-11
2	132	6
131	160	-11
239	334	-11
107	192	57
61	122	47
38	97	63
106	117	62
14	374	-6
114	29	-5
72	76	45
135	400	-13
241	300	74
225	291	49
333	368	-18
193	109	42
28	215	-10
305	144	-5
206	378	55
27	28	68
196	328	48
280	334	54
96	108	74
73	90	33
107	109	2
44	57	66
202	86	-13
91	9	22
314	78	71
212	349	-18
300	15	49
108	146	72
104	24	69
134	373	30
224	32	-6
250	223	35
93	237	-5
285	167	39
105	397	68
130	142	39
329	198	46
45	236	32
348	63	67
158	331	-17
252	365	5
7	126	66
40	340	59
312	53	33
290	331	71
168	355	3
116	270	-16
236	50	69
254	91	11
386	392	53
189	200	-16
144	136	-12
52	209	21
155	10	3
209	185	-1
113	201	75
248	258	8
300	345	56
84	315	-19
85	226	43
168	355	61
38	374	25
328	160	66
70	196	63
8	18	25
33	186	45
313	100	19
314	77	12
146	1	-3
176	318	7
190	219	17
43	180	44
206	326	60
62	272	-15
72	337	61
231	303	-16
306	191	57
379	157	-17
126	338	56
29	60	39
80	355	24
118	21	65
173	386	31
325	398	68
162	115	7
153	247	28
201	372	62
131	348	11
206	242	71
244	359	23
82	137	50
165	28	66
193	1	11
394	65	21
261	360	48
44	52	-2
112	233	39
252	389	6
37	74	74
37	51	30
339	188	-9
119	336	43
251	252	47
382	386	27
302	339	-1
340	117	14
28	61	73
256	51	37
35	340	55
65	53	20
110	240	20
355	124	65
200	125	8
185	294	62
226	300	18
274	382	26
394	12	68
120	98	-4
302	308	47
350	217	3
99	314	11
285	163	47
156	179	57
113	271	21
7	179	3
130	188	52
201	374	18
177	224	49
247	101	15
70	166	-19
237	63	55
135	228	32
6	230	0
378	127	26
337	36	26
373	143	73
343	79	73
51	22	33
333	223	10
103	57	-20
281	181	48
16	232	66
91	393	-5
12	155	71
195	118	-20
298	31	30
165	374	54
370	1	6
166	49	-15
96	163	55
358	327	67
222	18	7
132	125	11
278	137	46
241	328	44
120	328	21
133	341	49
125	262	19
56	118	27
335	235	72
385	103	69
372	167	-17
103	379	68
136	37	49
218	178	-4
43	209	8
148	197	26
10	13	17
35	139	22
146	165	-11
127	249	35
214	275	44
210	185	70
67	69	-3
115	313	51
339	7	64
302	107	18
35	381	-9
227	342	52
359	399	10
209	325	64
375	25	38
258	50	32
71	188	20
182	202	12
364	367	31
36	27	46
293	73	7
191	252	73
3	93	48
120	83	15
46	34	12
113	101	72
378	265	-14
346	333	13
42	213	24
112	341	51
162	261	-19
120	231	19
200	1	20
339	347	60
101	349	13
239	269	-17
249	156	29
292	375	15
167	119	-10
177	122	57
292	327	21
20	247	37
222	259	15
320	165	72
221	320	12
68	136	39
90	320	28
320	363	22
307	369	-13
156	53	1
13	119	52
220	297	-16
208	353	52
43	72	64
307	365	73
128	300	-3
346	5	6
133	179	-16
154	251	2
350	15	-17
239	242	37
236	69	2
351	165	60
60	43	73
159	393	67
195	45	64
15	189	7
6	72	22
94	289	15
72	214	-7
234	222	0
299	99	68
8	394	69
136	370	-16
379	387	14
23	65	-11
96	135	60
304	324	68
20	362	35
77	98	12
340	94	61
45	219	41
351	174	49
13	6	21
159	209	66
9	137	39
100	309	47
156	36	48
338	245	15
270	116	7
89	170	15
151	75	44
36	118	58
333	382	18
226	29	75
324	216	72
310	397	24
143	17	44
246	305	53
279	4	11
355	52	27
40	156	2
271	183	-10
140	235	4
144	212	14
351	171	51
142	154	6
213	118	65
69	313	11
88	131	60
61	56	62
167	55	58
88	235	51
111	114	10
398	277	52
14	323	13
347	128	-13
227	181	62
216	348	36
22	290	9
306	190	17
150	69	24
375	131	6
130	169	61
69	91	55
373	16	42
64	147	5
12	244	4
150	111	-1
364	180	-6
34	166	11
363	103	40
383	68	65
221	339	-12
41	310	27
106	127	64
111	194	17
9	199	19
235	257	-12
133	285	26
241	328	50
186	79	47
26	184	68
347	265	22
292	287	-18
205	131	74
279	356	27
98	348	5
92	278	58
21	97	54
85	184	59
98	168	-10
247	361	11
228	79	48
14	204	25
87	345	28
379	251	38
251	378	37
188	272	4
366	201	49
264	76	34
240	116	-19
133	152	-12
43	137	-20
289	270	18
235	268	39
130	141	35
190	377	41
276	286	0
23	168	66
99	241	63
317	400	-8
151	209	-6
189	238	47
29	157	27
29	49	35
385	59	54
269	328	0
160	293	33
76	320	39
53	66	30
45	95	65
393	9	14
146	21	19
112	63	57
245	163	30
293	110	16
236	184	53
331	348	70
29	208	21
25	126	22
288	99	49
91	144	55
256	129	-2
6	108	73
191	197	-11
300	3	20
17	241	-10
248	133	46
262	151	-7
245	262	41
115	24	28
216	363	-3
121	356	48
97	66	10
235	36	-3
128	88	30
12	115	30
198	240	66
268	183	40
345	64	0
98	255	-12
59	85	11
87	367	0
76	252	24
203	315	29
236	125	41
318	130	60
71	371	39
315	25	56
190	102	42
21	102	43
15	19	6
168	192	59
56	301	34
135	302	4
283	379	70
14	89	38
147	150	10
39	320	59
8	346	-15
47	141	6
21	27	56
205	16	27
298	57	36
27	171	-18
157	242	71
56	104	40
68	177	34
67	138	-10
262	226	60
77	380	33
201	10	-17
94	49	71
294	2	11
344	256	27
274	386	39
338	372	13
168	297	-14
368	135	58
389	159	-13
290	241	51
68	105	34
256	12	-14
166	229	62
276	29	0
48	190	42
277	316	10
66	258	29
131	138	8
292	158	-8
351	21	-12
327	223	12
243	71	9
55	230	58
57	54	-1
261	134	-12
70	246	-16
29	169	-1
238	69	35
128	346	33
180	247	33
83	306	-20
356	83	53
15	23	22
60	241	35
144	151	11
64	1	21
78	207	72
150	296	-19
399	199	23
91	127	59
273	149	30
145	219	37
120	186	23
120	106	47
233	118	64
34	63	73
123	308	19
108	106	63
118	131	57
4	184	-18
74	127	8
178	205	-1
224	251	-6
103	373	73
165	225	43
130	4	-7
72	168	14
112	122	42
158	61	44
244	372	40
55	190	22
160	142	19
105	293	68
9	216	13
298	12	6
75	102	-2
233	89	36
3	108	-13
75	395	34
369	393	15
214	142	69
239	351	41
286	268	13
175	323	71
177	368	56
243	307	72
368	387	28
91	386	62
309	10	-7
117	386	53
207	365	24
59	311	49
1	8	66
98	366	19
132	112	61
1	6	-12
138	155	75
129	4	-4
352	105	-11
159	36	5
56	171	0
131	179	0
2	339	9
129	138	-3
111	18	15
204	267	-20
171	292	24
37	30	-7
29	155	0
352	23	55
92	19	-7
189	156	40
131	323	-13
288	302	57
151	225	-1
23	120	-14
41	277	72
124	283	69
387	396	-8
251	136	6
348	113	25
26	87	38
171	61	18
48	225	74
288	47	-14
350	111	63
58	333	58
137	55	49
210	292	-19
373	105	45
208	33	14
114	168	38
105	28	41
128	159	37
153	42	48
215	141	15
135	169	24
115	185	39
312	87	41
123	41	46
352	91	40
361	78	0
32	333	26
195	166	25
141	113	16
269	222	21
326	147	29
202	269	22
386	272	3
313	363	17
242	38	-11
41	121	29
205	259	58
150	67	39
357	50	43
317	44	34
190	122	29
343	385	70
141	216	54
345	392	12
40	10	-16
83	297	48
42	16	11
178	25	66
218	232	12
115	23	47
214	393	18
256	198	57
55	190	50
15	145	-4
398	23	-7
125	181	47
104	111	-8
128	45	52
334	55	63
398	22	72
53	194	46
289	184	42
325	344	73
66	100	55
110	254	-9
39	132	18
236	35	5
26	357	49
32	194	22
89	367	51
70	193	17
174	19	-6
109	124	54
379	370	56
261	258	28
298	396	26
8	126	-10
213	333	50
374	78	29
200	149	61
36	148	2
309	378	-12
328	355	-2
27	172	18
392	266	35
146	338	68
45	130	17
170	363	32
92	258	14
363	315	1
262	299	57
394	125	-5
196	307	8
383	134	19
67	314	63
22	81	53
383	25	-13
144	356	-7
285	3	27
369	382	74
365	171	-3
139	296	6
135	342	16
243	175	73
171	353	11
82	120	50
107	160	-17
139	113	51
212	32	-11
16	41	56
70	240	29
153	385	70
162	351	17
106	225	31
292	347	-16
346	108	-11
167	71	3
220	90	-10
285	54	50
339	51	-20
362	395	12
12	186	51
113	148	53
208	158	41
153	181	61
70	54	37
161	76	51
330	326	32
2	143	-6
43	192	62
233	180	16
79	11	74
92	44	-7
372	137	16
43	283	34
212	179	27
146	323	60
16	194	71
291	364	64
52	48	68
280	287	-17
189	171	10
30	112	-6
139	164	-3
196	10	27
303	68	3
130	232	12
67	65	-7
154	396	27
55	128	-16
125	149	61
231	75	33
367	175	61
309	272	41
374	120	27
323	138	15
45	165	51
375	166	66
170	176	23
21	242	3
71	186	10
305	258	-14
231	170	74
381	328	2
207	320	40
232	286	15
279	301	73
113	205	49
258	96	-5
31	104	37
64	209	22
26	360	28
245	90	16
98	49	73
334	33	46
282	46	58
137	377	58
385	16	-12
278	260	32
76	84	18
256	5	21
122	306	75
227	176	68
30	47	71
68	91	42
148	164	66
214	336	13
134	328	59
174	190	22
110	391	51
155	14	66
285	200	-1
230	283	3
19	26	31
190	196	67
62	98	70
60	145	68
25	324	24
342	120	49
230	92	39
82	124	20
142	99	70
202	42	0
335	341	18
56	105	57
53	249	63
125	219	15
35	301	32
26	379	39
299	252	35
133	200	40
127	327	5
211	292	53
245	14	42
130	264	-15
83	331	18
126	91	-1
36	134	59
22	129	-18
125	34	73
323	302	16
24	26	62
153	76	56
111	180	45
200	248	67
12	218	65
152	21	7
127	302	-10
32	200	66
235	119	71
194	184	-17
352	361	26
126	137	9
158	133	50
9	58	40
274	178	23
138	397	9
14	99	75
349	178	73
213	132	62
376	230	3
230	177	-19
55	383	69
119	107	3
342	68	38
51	55	64
230	169	1
306	118	59
179	262	70
70	127	-8
37	165	59
345	280	-10
166	118	29
173	21	-13
135	234	63
43	306	71
305	117	24
376	39	2
32	292	6
34	83	73
151	15	23
83	97	47
93	271	2
236	101	10
120	196	-15
237	374	57
164	138	-6
